percent,percentPotential,currency,buySymbol,buyPrice,buyPricePotential,sellSymbol,sellPrice,sellPricePotential,buy_ExtraPercent,sell_ExtraPercent,endTimeOrder,
-0.3252017495395948434622467800%,-0.3252017495395948434622467800%,wabi,buy-wabi_btc,0.00003258,0.00003258,sell-wabi_eth,0.0000324740492700,0.0000324740492700,100.00%,0.00%,30/12/2018 23:42:32,
-0.2627951350585159798302690600%,-0.2627951350585159798302690600%,wan,buy-wan_eth,0.0000927437260000,0.0000927437260000,sell-wan_btc,0.00009250,0.00009250,100.00%,0.00%,30/12/2018 23:42:32,
-0.2163372035319594182287995400%,-0.2163372035319594182287995400%,waves,buy-waves_eth,0.0008099522280000,0.0008099522280000,sell-waves_btc,0.00080820,0.00080820,100.00%,0.00%,30/12/2018 23:42:32,
-0.5196069364816837600352149200%,-0.5196069364816837600352149200%,wings,buy-wings_eth,0.0000211096874000,0.0000211096874000,sell-wings_btc,0.00002100,0.00002100,100.00%,0.00%,30/12/2018 23:42:32,
-1.1821813382131271664052367300%,-1.1821813382131271664052367300%,wpr,buy-wpr_eth,0.0000034912731800,0.0000034912731800,sell-wpr_btc,0.00000345,0.00000345,100.00%,0.00%,30/12/2018 23:42:32,
-0.1016588558500323206205559100%,-0.1016588558500323206205559100%,wtc,buy-wtc_btc,0.00030940,0.00030940,sell-wtc_eth,0.0003090854675000,0.0003090854675000,100.00%,0.00%,30/12/2018 23:42:32,
-0.1970562184873949579831932800%,-0.1970562184873949579831932800%,xem,buy-xem_btc,0.00001785,0.00001785,sell-xem_eth,0.0000178148254650,0.0000178148254650,100.00%,0.00%,30/12/2018 23:42:32,
-0.0627343659898454904610835800%,-0.0627343659898454904610835800%,xlm,buy-xlm_bnb,0.0000303390330000,0.0000303390330000,sell-xlm_btc,0.00003032,0.00003032,100.00%,0.00%,30/12/2018 23:42:33,
-0.338964158347786464855563600%,-0.338964158347786464855563600%,xmr,buy-xmr_eth,0.0125475316350000,0.0125475316350000,sell-xmr_btc,0.01250500,0.01250500,100.00%,0.00%,30/12/2018 23:42:33,
-0.0473250438605112984010446600%,-0.0473250438605112984010446600%,xrp,buy-xrp_eth,0.0000955752310200,0.0000955752310200,sell-xrp_btc,0.00009553,0.00009553,100.00%,0.00%,30/12/2018 23:42:33,
-0.193453703703703703703703700%,-0.193453703703703703703703700%,xvg,buy-xvg_btc,0.00000189,0.00000189,sell-xvg_eth,0.0000018863437250,0.0000018863437250,100.00%,0.00%,30/12/2018 23:42:33,
-0.1819504623513870541611624800%,-0.1819504623513870541611624800%,xzc,buy-xzc_btc,0.00151400,0.00151400,sell-xzc_eth,0.0015112452700000,0.0015112452700000,100.00%,0.00%,30/12/2018 23:42:33,
-0.1109485094850948509485094900%,-0.1109485094850948509485094900%,yoyo,buy-yoyo_btc,0.00000369,0.00000369,sell-yoyo_bnb,0.0000036859060000,0.0000036859060000,100.00%,0.00%,30/12/2018 23:42:33,
-0.1835145625492393860667453200%,-0.1835145625492393860667453200%,zec,buy-zec_eth,0.0154293150400000,0.0154293150400000,sell-zec_btc,0.01540100,0.01540100,100.00%,0.00%,30/12/2018 23:42:33,
-0.2173766534391534391534391500%,-0.2173766534391534391534391500%,zen,buy-zen_btc,0.00151200,0.00151200,sell-zen_eth,0.0015087132650000,0.0015087132650000,100.00%,0.00%,30/12/2018 23:42:33,
-0.2414055350553505535055350600%,-0.2414055350553505535055350600%,zil,buy-zil_btc,0.00000542,0.00000542,sell-zil_eth,0.0000054069158200,0.0000054069158200,100.00%,0.00%,30/12/2018 23:42:33,
-0.2468018768055918860676631300%,-0.2468018768055918860676631300%,zrx,buy-zrx_eth,0.0000833156245250,0.0000833156245250,sell-zrx_btc,0.00008311,0.00008311,100.00%,0.00%,30/12/2018 23:42:33,
